VGG16_RECALL(X),VGG16_PRECISION(Y),EffNetB0_RECALL(X),EffNetB0_PRECISION(Y),SwinT_RECALL(X),SwinT_PRECISION(Y)
0.0,1.0,0.0,1.0,0.0,1.0
0.002004008016032064,1.0,0.002004008016032064,1.0,0.002004008016032064,1.0
0.004008016032064128,1.0,0.004008016032064128,1.0,0.004008016032064128,1.0
0.0060120240480961915,1.0,0.0060120240480961915,1.0,0.0060120240480961915,1.0
0.008016032064128256,1.0,0.008016032064128256,1.0,0.008016032064128256,1.0
0.01002004008016032,1.0,0.01002004008016032,1.0,0.01002004008016032,1.0
0.012024048096192383,1.0,0.012024048096192383,1.0,0.012024048096192383,1.0
0.014028056112224447,1.0,0.014028056112224447,1.0,0.014028056112224447,1.0
0.01603206412825651,1.0,0.01603206412825651,1.0,0.01603206412825651,1.0
0.018036072144288574,1.0,0.018036072144288574,1.0,0.018036072144288574,1.0
0.02004008016032064,1.0,0.02004008016032064,1.0,0.02004008016032064,1.0
0.022044088176352703,1.0,0.022044088176352703,1.0,0.022044088176352703,1.0
0.024048096192384766,1.0,0.024048096192384766,1.0,0.024048096192384766,1.0
0.026052104208416832,1.0,0.026052104208416832,1.0,0.026052104208416832,1.0
0.028056112224448895,1.0,0.028056112224448895,1.0,0.028056112224448895,1.0
0.03006012024048096,1.0,0.03006012024048096,1.0,0.03006012024048096,1.0
0.03206412825651302,1.0,0.03206412825651302,1.0,0.03206412825651302,1.0
0.03406813627254509,1.0,0.03406813627254509,1.0,0.03406813627254509,1.0
0.03607214428857715,1.0,0.03607214428857715,1.0,0.03607214428857715,1.0
0.038076152304609215,1.0,0.038076152304609215,1.0,0.038076152304609215,1.0
0.04008016032064128,1.0,0.04008016032064128,1.0,0.04008016032064128,1.0
0.04208416833667334,1.0,0.04208416833667334,1.0,0.04208416833667334,1.0
0.044088176352705406,1.0,0.044088176352705406,1.0,0.044088176352705406,1.0
0.04609218436873747,1.0,0.04609218436873747,1.0,0.04609218436873747,1.0
0.04809619238476953,1.0,0.04809619238476953,1.0,0.04809619238476953,1.0
0.0501002004008016,1.0,0.0501002004008016,1.0,0.0501002004008016,1.0
0.052104208416833664,1.0,0.052104208416833664,1.0,0.052104208416833664,1.0
0.05410821643286573,0.9859755231534701,0.05410821643286573,0.9859755231534701,0.05410821643286573,1.0
0.05611222444889779,0.9669368758417463,0.05611222444889779,0.9669368758417463,0.05611222444889779,1.0
0.058116232464929855,0.9478982285300223,0.058116232464929855,0.9478982285300223,0.058116232464929855,1.0
0.06012024048096192,0.9288595812182983,0.06012024048096192,0.9288595812182983,0.06012024048096192,1.0
0.06212424849699398,0.9098209339065744,0.06212424849699398,0.9098209339065744,0.06212424849699398,1.0
0.06412825651302605,0.8907822865948504,0.06412825651302605,0.8907822865948504,0.06412825651302605,1.0
0.06613226452905811,0.8717436392831264,0.06613226452905811,0.8717436392831264,0.06613226452905811,1.0
0.06813627254509018,0.8527049919714025,0.06813627254509018,0.8527049919714025,0.06813627254509018,1.0
0.07014028056112225,0.8336663446596785,0.07014028056112225,0.8336663446596785,0.07014028056112225,1.0
0.0721442885771543,0.8146276973479546,0.0721442885771543,0.8146276973479546,0.0721442885771543,1.0
0.07414829659318636,0.7955890500362306,0.07414829659318636,0.7955890500362306,0.07414829659318636,1.0
0.07615230460921843,0.7765504027245067,0.07615230460921843,0.7765504027245067,0.07615230460921843,1.0
0.0781563126252505,0.7575117554127827,0.0781563126252505,0.7575117554127827,0.0781563126252505,1.0
0.08016032064128256,0.7384735461194467,0.08016032064128256,0.7483533769044397,0.08016032064128256,1.0
0.08216432865731463,0.7194356222705329,0.08216432865731463,0.7456336952550793,0.08216432865731463,1.0
0.08416833667334668,0.7003976984216191,0.08416833667334668,0.7429140136057188,0.08416833667334668,1.0
0.08617234468937875,0.6813597745727054,0.08617234468937875,0.7401943319563584,0.08617234468937875,1.0
0.08817635270541081,0.6623218507237915,0.08817635270541081,0.737474650306998,0.08817635270541081,1.0
0.09018036072144288,0.6432839268748777,0.09018036072144288,0.7347549686576376,0.09018036072144288,1.0
0.09218436873747494,0.6242460030259638,0.09218436873747494,0.732035287008277,0.09218436873747494,1.0
0.09418837675350701,0.60520807917705,0.09418837675350701,0.7293156053589166,0.09418837675350701,1.0
0.09619238476953906,0.5861701553281362,0.09619238476953906,0.7265959237095562,0.09619238476953906,1.0
0.09819639278557113,0.5671322314792224,0.09819639278557113,0.7238762420601957,0.09819639278557113,1.0
0.1002004008016032,0.5480943076303086,0.1002004008016032,0.7211565604108353,0.1002004008016032,1.0
0.10220440881763526,0.5290563837813947,0.10220440881763526,0.7184368787614749,0.10220440881763526,1.0
0.10420841683366733,0.5100184599324808,0.10420841683366733,0.7157171971121145,0.10420841683366733,1.0
0.1062124248496994,0.5,0.1062124248496994,0.714286,0.1062124248496994,1.0
0.10821643286573146,0.5,0.10821643286573146,0.714286,0.10821643286573146,1.0
0.11022044088176351,0.5,0.11022044088176351,0.714286,0.11022044088176351,1.0
0.11222444889779558,0.5,0.11222444889779558,0.714286,0.11222444889779558,1.0
0.11422845691382764,0.5,0.11422845691382764,0.714286,0.11422845691382764,1.0
0.11623246492985971,0.5,0.11623246492985971,0.714286,0.11623246492985971,1.0
0.11823647294589178,0.5,0.11823647294589178,0.714286,0.11823647294589178,1.0
0.12024048096192384,0.5,0.12024048096192384,0.714286,0.12024048096192384,1.0
0.1222444889779559,0.5,0.1222444889779559,0.714286,0.1222444889779559,1.0
0.12424849699398796,0.5,0.12424849699398796,0.714286,0.12424849699398796,1.0
0.12625250501002003,0.5,0.12625250501002003,0.714286,0.12625250501002003,1.0
0.1282565130260521,0.5,0.1282565130260521,0.714286,0.1282565130260521,1.0
0.13026052104208416,0.5,0.13026052104208416,0.714286,0.13026052104208416,1.0
0.13226452905811623,0.5,0.13226452905811623,0.7139138511884691,0.13226452905811623,1.0
0.1342685370741483,0.5,0.1342685370741483,0.7128259480680467,0.1342685370741483,1.0
0.13627254509018036,0.5,0.13627254509018036,0.7117380449476244,0.13627254509018036,1.0
0.13827655310621242,0.5,0.13827655310621242,0.710650141827202,0.13827655310621242,1.0
0.1402805611222445,0.5,0.1402805611222445,0.7095622387067797,0.1402805611222445,1.0
0.14228456913827653,0.5,0.14228456913827653,0.7084743355863574,0.14228456913827653,1.0
