epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
1,7.988188206425119e-06,7.988188206425119e-07,0.05606330258551038,0.7865992238454907,0.33688415446071907,0.778197844968225,0.0948905109489051,0.6996527777777778
2,7.951793491231697e-06,7.951793491231698e-07,0.04973837433658173,0.7442524873623042,0.40878828229027964,0.7958715649416847,0.072992700729927,0.6623263888888888
3,7.891034655060149e-06,7.891034655060148e-07,0.04796596832781752,0.7438670894436131,0.40878828229027964,0.8187785453169886,0.08759124087591241,0.6241319444444443
4,7.80628629633983e-06,7.806286296339831e-07,0.04336044694806701,0.7078974877946704,0.4620505992010652,0.8026849610091996,0.10218978102189781,0.6293402777777778
5,7.698070916883946e-06,7.698070916883946e-07,0.043902612012251714,0.7043682430460355,0.4873501997336884,0.7773029569291721,0.1678832116788321,0.6319444444444443
6,7.567055700492102e-06,7.567055700492102e-07,0.04364790319503544,0.7028270905090871,0.5006657789613849,0.7560476308321431,0.27007299270072993,0.6562499999999999
7,7.414048399540338e-06,7.414048399540337e-07,0.03974576412480617,0.6642718712753367,0.563249001331558,0.7026927893179177,0.48905109489051096,0.6553819444444445
8,7.239992354919111e-06,7.239992354919112e-07,0.038209832738464906,0.6356592748993722,0.6085219707057257,0.7109200780409096,0.48175182481751827,0.6545138888888888
9,7.0459606800230194e-06,7.045960680023019e-07,0.036968655298934,0.6300374421076514,0.607190412782956,0.7002186753453999,0.5109489051094891,0.6519097222222221
10,6.833149644649877e-06,6.833149644649877e-07,0.037091248243372545,0.6316391202644724,0.6138482023968043,0.70169001556661,0.48175182481751827,0.6684027777777778
11,6.602871299599609e-06,6.602871299599609e-07,0.036215879290938856,0.6127704894653808,0.6391478029294274,0.6853238731405161,0.5328467153284672,0.6649305555555556
12,6.356545387444771e-06,6.356545387444771e-07,0.037129656856906876,0.6219135052195878,0.62982689747004,0.7000622044514565,0.5036496350364964,0.6710069444444445
13,6.0956905893454755e-06,6.095690589345476e-07,0.03304401946101541,0.5842084196134509,0.6804260985352862,0.6682244517507344,0.5912408759124088,0.6631944444444443
14,5.821915161875026e-06,5.821915161875025e-07,0.03223398497474495,0.5649081967800816,0.6884154460719041,0.6951016448710087,0.5109489051094891,0.6484375
15,5.5369070215833485e-06,5.536907021583348e-07,0.027767912612436774,0.541018695710661,0.7283621837549934,0.6140581534726777,0.7007299270072993,0.6510416666666666
16,5.242423338430161e-06,5.242423338430161e-07,0.02982724312142272,0.5358960420567884,0.7376830892143809,0.6529391742970821,0.6277372262773723,0.6597222222222222
17,4.940279702247871e-06,4.940279702247871e-07,0.026698849824928095,0.5042955638882959,0.7669773635153129,0.6421427644082229,0.6423357664233577,0.657986111111111
18,4.632338929026489e-06,4.632338929026489e-07,0.028123483156038822,0.519604246641761,0.7363515312916112,0.6167357981640057,0.6861313868613139,0.6519097222222222
19,4.32049957603363e-06,4.32049957603363e-07,0.02499298533094866,0.4877638960487833,0.7749667110519307,0.657031680980738,0.6058394160583942,0.6744791666666667
20,4.006684236577598e-06,4.0066842365775983e-07,0.023486147311016344,0.4730765458032707,0.7842876165113183,0.5845000735164558,0.7153284671532847,0.6805555555555556
21,3.6928276865803322e-06,3.6928276865803323e-07,0.024392321764103345,0.48005531063568735,0.7709720372836218,0.6067968132722117,0.6642335766423357,0.6684027777777778
22,3.380864956040457e-06,3.380864956040457e-07,0.02548834134870458,0.48319446441336733,0.7696404793608522,0.6301302648808834,0.656934306569343,0.6684027777777778
23,3.0727193989298864e-06,3.0727193989298863e-07,0.02268149322531274,0.4494274271709148,0.8135818908122503,0.6069533281082654,0.6715328467153284,0.6736111111111112
24,2.770290835077005e-06,2.770290835077005e-07,0.023931301564732183,0.46573194492355324,0.7896138482023968,0.5549090941892053,0.781021897810219,0.6744791666666667
25,2.475443837145665e-06,2.475443837145665e-07,0.022376646899113485,0.43990859837728874,0.8282290279627164,0.5883094307279935,0.7299270072992701,0.6744791666666667
26,2.189996234924691e-06,2.189996234924691e-07,0.022062568363551294,0.4505162687498466,0.810918774966711,0.5572312032654337,0.781021897810219,0.6779513888888888
27,1.915707907802734e-06,1.915707907802734e-07,0.021980588154472937,0.44196987421947537,0.810918774966711,0.5669869027868675,0.7664233576642335,0.6788194444444444
28,1.6542699345266287e-06,1.6542699345266287e-07,0.023267881027094216,0.4554351570603057,0.8069241011984021,0.6020888307668867,0.6934306569343066,0.6770833333333334
29,1.4072941671385667e-06,1.4072941671385667e-07,0.023878254770200835,0.4625746340313542,0.8042609853528628,0.5584857761859894,0.7883211678832117,0.6744791666666667
30,1.176303293372273e-06,1.176303293372273e-07,0.022329478344809358,0.42960744385871685,0.8242343541944075,0.6034901216082329,0.7007299270072993,0.671875
31,9.627214487767762e-07,9.627214487767763e-08,0.01914334401349412,0.4287106083648976,0.8189081225033289,0.5692364623511794,0.7518248175182481,0.6762152777777778
32,7.678654364471811e-07,7.67865436447181e-08,0.02148240579220252,0.4346939764232356,0.8242343541944075,0.5624582199719701,0.7664233576642335,0.6736111111111112
33,5.92936608495696e-07,5.929366084956959e-08,0.021536825921698987,0.43754705750989853,0.8149134487350199,0.563075369291932,0.7664233576642335,0.6727430555555556
34,4.390134593163801e-07,4.390134593163801e-08,0.022273600994350114,0.42667661125110723,0.8242343541944075,0.5687329747381001,0.7445255474452555,0.6727430555555556
