epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
1,9.985023685577852e-06,9.985023685577852e-06,0.5834953183026429,3.709644332568135,0.40555058191584603,3.7585832314057783,0.4005681818181818,0.4896800360522757
2,9.939316189640476e-06,9.939316189640476e-06,0.518858303795356,3.1351950422609716,0.4691136974037601,3.9613974284042013,0.42329545454545453,0.5213609734114466
3,9.863156166904661e-06,9.863156166904661e-06,0.4589545184357847,2.4555469020307332,0.5094001790510295,2.313567641106519,0.4602272727272727,0.5168995042812077
4,9.757013169236352e-06,9.757013169236352e-06,0.47767380160098644,2.229468684806926,0.5631154879140555,2.911352914842692,0.4630681818181818,0.5499324019828751
5,9.6215416035123e-06,9.6215416035123e-06,0.3343701332193885,1.7947489190763304,0.6114592658907789,7.05539068850604,0.48579545454545453,0.5465975664713835
6,9.457576696984061e-06,9.457576696984061e-06,0.37460470284963143,1.7556660693995956,0.6177260519247986,2.336841464719989,0.5710227272727273,0.5529968454258675
7,9.26612934782425e-06,9.26612934782425e-06,0.36415926883982674,1.585997292263335,0.6347358997314234,2.0031551231037485,0.5454545454545454,0.553988283010365
8,9.048379892603134e-06,9.048379892603134e-06,0.3099020009288429,1.5409255271632434,0.6374216651745748,2.1152455244552004,0.5511363636363636,0.5474988733663813
9,8.805670829121198e-06,8.805670829121198e-06,0.29383386456763627,1.2292177862852092,0.6920322291853178,2.0583068901164965,0.59375,0.5678684091933303
10,8.53949853946376e-06,8.53949853946376e-06,0.3302702905214996,1.2621199562812129,0.6821844225604298,1.7418696866794066,0.5482954545454546,0.5782785038305542
11,8.251504064307829e-06,8.251504064307829e-06,0.3418232677290766,1.4373010311579213,0.6803939122649956,15.947398466142742,0.6051136363636364,0.5734565119423163
12,7.943462985360618e-06,7.943462985360618e-06,0.3344907881750416,1.2797819362117866,0.684870188003581,1.7256143110042268,0.6363636363636364,0.5683190626408291
13,7.617274478307892e-06,7.617274478307892e-06,0.29286634543161894,1.2762548308769506,0.6830796777081468,1.8937173648314043,0.6107954545454546,0.5506083821541234
14,7.274949603764316e-06,7.274949603764316e-06,0.2956731575776739,1.2208121174557889,0.7081468218442256,1.7835989702831616,0.6022727272727273,0.5305993690851735
15,6.918598908416025e-06,6.918598908416025e-06,0.24848185626051206,1.1086819041703786,0.7251566696508505,1.8456552936272188,0.5482954545454546,0.5669220369535827
16,6.550419412798469e-06,6.550419412798469e-06,0.27815538827553327,1.0779848844746767,0.7323187108325873,25.904839283363387,0.5852272727272727,0.5740874267688147
17,6.17268106593424e-06,6.17268106593424e-06,0.26201840872303545,0.9909573068230304,0.7439570277529096,1.9517774737694047,0.6107954545454546,0.5754393871113114
18,5.7877127503425e-06,5.7877127503425e-06,0.24326337464916145,1.0048727698377338,0.7430617726051925,1.8706343842839652,0.6193181818181818,0.5737269040108156
19,5.397887923703828e-06,5.397887923703828e-06,0.24175888974296267,0.9269622779895711,0.7484333034914951,1.4376396355642513,0.6647727272727273,0.5397025687246507
20,5.005609985704363e-06,5.005609985704363e-06,0.20970726213075058,0.9258598599886403,0.7582811101163832,34.67248419469053,0.5767045454545454,0.5327625056331681
21,4.6132974602775185e-06,4.6132974602775185e-06,0.27236650866142,1.049764533499681,0.729632945389436,1.962550576776266,0.625,0.5761604326273096
