epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc,fold
1,1.9970623087620867e-05,1.997062308762087e-06,0.0536467453913125,0.7602318011235407,0.3946188340807174,0.885154856394415,0.1232876712328767,0.6660804020100503,1
2,1.987979145275105e-05,1.9879791452751056e-06,0.0471155921161531,0.7347606939050649,0.4170403587443946,0.8024692625215609,0.2237442922374429,0.7389447236180904,1
3,1.9728047618210995e-05,1.9728047618210995e-06,0.0467358488472587,0.7216915614758194,0.452914798206278,0.6820277245077369,0.5525114155251142,0.7429648241206029,1
4,1.9516327135200565e-05,1.9516327135200567e-06,0.0424319107130014,0.6941193253113728,0.5112107623318386,0.6502807774500216,0.6255707762557078,0.770854271356784,1
5,1.924593533090173e-05,1.9245935330901733e-06,0.038184758609854,0.6368064361837412,0.6203288490284006,0.5807442289509185,0.7579908675799086,0.7763819095477387,1
6,1.8918539260702394e-05,1.89185392607024e-06,0.0374445551324229,0.628871786042001,0.624813153961136,0.6090278600993222,0.6894977168949772,0.7811557788944724,1
7,1.8536157430245577e-05,1.853615743024558e-06,0.0298566312538891,0.553039702153883,0.7309417040358744,0.5091670136473495,0.7899543378995434,0.7758793969849247,1
8,1.8101147350670905e-05,1.8101147350670908e-06,0.0289999969325881,0.5278752251056278,0.7399103139013453,0.4589543176568262,0.8447488584474886,0.7502512562814071,1
9,1.761619100377449e-05,1.761619100377449e-06,0.0279105381235502,0.5181791486583305,0.7877428998505231,0.4273553580453951,0.867579908675799,0.7741206030150753,1
10,1.7084278306699295e-05,1.7084278306699296e-06,0.026414979474761,0.4987711551388996,0.7787742899850523,0.3532322996283231,0.908675799086758,0.7821608040201005,1
11,1.6508688678101706e-05,1.650868867810171e-06,0.0251759830388965,0.4499414303021224,0.8236173393124065,0.3837451197240994,0.8949771689497716,0.7635678391959799,1
12,1.5892970819445006e-05,1.5892970819445009e-06,0.0226713135415306,0.4335511876506834,0.8430493273542601,0.3915922979241636,0.8721461187214612,0.7874371859296483,1
13,1.524092083607478e-05,1.5240920836074782e-06,0.0221423498300559,0.4356286242403792,0.8415545590433483,0.3834348650283465,0.8721461187214612,0.7834170854271357,1
14,1.4556558832967122e-05,1.4556558832967123e-06,0.0208304305748821,0.4187082253585838,0.8400597907324364,0.3811725982247966,0.8812785388127854,0.7841708542713568,1
15,1.3844104129444655e-05,1.3844104129444656e-06,0.0179922890623889,0.3907192651466404,0.85949177877429,0.352178187947295,0.8858447488584474,0.7688442211055276,1
16,1.3107949245669822e-05,1.3107949245669825e-06,0.0156787735930684,0.3335774991499825,0.890881913303438,0.3848378035031497,0.8584474885844748,0.771859296482412,1
17,1.2352632821297435e-05,1.2352632821297437e-06,0.0154406125357956,0.3354361654664369,0.8863976083707026,0.3628807402636906,0.863013698630137,0.7613065326633166,1
18,1.1582811633251952e-05,1.1582811633251952e-06,0.015788133839432,0.3390803344224778,0.8849028400597907,0.311688715192281,0.8767123287671232,0.7630653266331657,1
