epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
1,2.99557057740942e-05,2.9955705774094198e-06,0.6981424116858154,2.4765557520557815,0.5033288948069241,0.9811691237192084,0.8029197080291971,0.7395833333333333
2,2.981922559211887e-05,2.981922559211887e-06,0.5832833021522045,2.5094788320531225,0.4980026631158455,1.0856419444954308,0.8175182481751825,0.751736111111111
3,2.959137995647556e-05,2.959137995647556e-06,0.5020050809045289,2.1799065228626033,0.5712383488681758,1.154229551336191,0.7664233576642335,0.7638888888888888
4,2.9273573611274367e-05,2.927357361127437e-06,0.49127847105066247,1.9282032141831522,0.5792276964047937,1.126151848448454,0.8029197080291971,0.771701388888889
5,2.8867765938314797e-05,2.88677659383148e-06,0.35253363950909694,1.8246890539811866,0.6058588548601864,1.0988226180529073,0.7956204379562044,0.7569444444444443
6,2.8376458876845383e-05,2.8376458876845384e-06,0.39323912624433416,1.6615438643847895,0.6165113182423435,1.075087398073099,0.7956204379562044,0.767361111111111
7,2.7802681498276268e-05,2.780268149827627e-06,0.35854408974336405,1.4870822140760969,0.6311584553928096,1.1651706578087633,0.781021897810219,0.7725694444444444
8,2.714997133094667e-05,2.714997133094667e-06,0.3150011636763216,1.477545028361436,0.6498002663115846,1.1118800809783658,0.7956204379562044,0.7777777777777777
9,2.6422352550086325e-05,2.6422352550086325e-06,0.3040121889384228,1.334584387259858,0.6671105193075899,1.1931547070071644,0.7518248175182481,0.765625
10,2.562431116743704e-05,2.562431116743704e-06,0.28069401581023884,1.3169724307904707,0.6910785619174434,1.1519106622159916,0.7883211678832117,0.7734375
11,2.4760767373498536e-05,2.4760767373498535e-06,0.3242161689145111,1.2590652589156688,0.6830892143808256,1.2169385491496456,0.7591240875912408,0.7664930555555556
