epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
1,7.98802397841892e-06,7.98802397841892e-06,0.5671270967839839,3.220903564285446,0.4652014652014652,98.43287904534786,0.33217993079584773,0.4118589743589744
2,7.951463054121557e-06,7.951463054121557e-06,0.5664665904237237,2.9944386997502366,0.4706959706959707,249.11405598498547,0.41522491349480967,0.48031135531135527
3,7.89054004610073e-06,7.89054004610073e-06,0.4395042116388733,2.372967455413315,0.5567765567765568,7.263749381662652,0.4913494809688581,0.6032509157509157
4,7.805630564959845e-06,7.805630564959845e-06,0.46682321731915405,2.112374076694796,0.5787545787545788,21.0309038178731,0.4532871972318339,0.5995879120879121
5,7.697258105885403e-06,7.697258105885403e-06,0.42527967118299925,2.0619596173038413,0.5723443223443223,37.2627611952257,0.5051903114186851,0.6069139194139194
6,7.566090821125096e-06,7.566090821125096e-06,0.4562766913310949,2.064231276512146,0.5723443223443223,527.2700411456678,0.4186851211072664,0.5128205128205128
7,7.41293740060702e-06,7.41293740060702e-06,0.406676675646733,1.8963604196087345,0.6098901098901099,491.400653033933,0.39100346020761245,0.5682234432234432
8,7.238742086097351e-06,7.238742086097351e-06,0.36666086256067393,1.6234950803138397,0.6227106227106227,119.40236668108244,0.43252595155709345,0.6330128205128205
9,7.044578849635858e-06,7.044578849635858e-06,0.37221940761029504,1.623065246767177,0.6263736263736264,126.36977736925171,0.3875432525951557,0.6252289377289377
10,6.831644772141157e-06,6.831644772141157e-06,0.3633405613975647,1.6537760476489642,0.641941391941392,45.028417262239024,0.42214532871972316,0.6426282051282052
11,6.60125266300877e-06,6.60125266300877e-06,0.3630439719874344,1.47590533499316,0.6565934065934066,43.39596047780918,0.40484429065743943,0.608974358974359
12,6.354822966204643e-06,6.354822966204643e-06,0.32187675138263394,1.2952872979771959,0.6858974358974359,11.340553042797893,0.4083044982698962,0.6288919413919414
13,6.093875002755769e-06,6.093875002755769e-06,0.3194357558757394,1.5043887522194412,0.6639194139194139,37.92636370906368,0.4117647058823529,0.6144688644688645
14,5.8200176036308115e-06,5.8200176036308115e-06,0.25777128721577125,1.2128741116750807,0.7042124542124543,488.2288139435659,0.4809688581314879,0.6362179487179488
15,5.534939190762202e-06,5.534939190762202e-06,0.40337709061828725,1.3865527913465605,0.6941391941391941,381.1119875412911,0.4429065743944637,0.6657509157509157
16,5.240397367363467e-06,5.240397367363467e-06,0.34043457088889656,1.333770418778444,0.6822344322344323,5.022603876450482,0.5121107266435986,0.6767399267399268
17,4.938208081720956e-06,4.938208081720956e-06,0.33267576378452907,1.3508597992278717,0.6868131868131868,52.90438408835124,0.4532871972318339,0.6751373626373626
18,4.630234431268789e-06,4.630234431268789e-06,0.29125893386498947,1.2160567185421893,0.7161172161172161,10.659572419823247,0.48788927335640137,0.6501831501831501
19,4.318375175973635e-06,4.318375175973635e-06,0.3403297673105757,1.223251182626892,0.6941391941391941,180.85288592935845,0.4532871972318339,0.6945970695970696
20,4.004553031848114e-06,4.004553031848114e-06,0.30802453413005276,1.2090854764858008,0.7087912087912088,137.4620867798485,0.48788927335640137,0.6935668498168498
21,3.690702816767213e-06,3.690702816767213e-06,0.28712136036249036,1.0757301573952038,0.7060439560439561,9.626330565416277,0.4809688581314879,0.7108516483516483
