VGG16_FPR(X),VGG16_TPR(Y),EffNetB0_FPR(X),EffNetB0_TPR(Y),SwinT_FPR(X),SwinT_TPR(Y)
0.0,0.078947,0.0,0.052632,0.0,0.236842
0.002004008016032064,0.0904441604425332,0.002004008016032064,0.0756258839964647,0.002004008016032064,0.27133304443899786
0.004008016032064128,0.1019413208850664,0.004008016032064128,0.09861976799292939,0.004008016032064128,0.3058240888779958
0.0060120240480961915,0.11071307108145004,0.0060120240480961915,0.1216139626551992,0.0060120240480961915,0.3239644813275996
0.008016032064128256,0.11837749341155879,0.008016032064128256,0.14460828354026561,0.008016032064128256,0.3354616417701328
0.01002004008016032,0.12604191574166754,0.01002004008016032,0.16760241998232348,0.01002004008016032,0.34453163659395086
0.012024048096192383,0.1337063380717763,0.012024048096192383,0.19059630397878816,0.012024048096192383,0.3502795902669644
0.014028056112224447,0.14137076040188504,0.014028056112224447,0.2110366705892529,0.014028056112224447,0.35602754393997804
0.01603206412825651,0.1490351827319938,0.01603206412825651,0.2148687789274232,0.01603206412825651,0.36177549761299166
0.018036072144288574,0.15669960506210254,0.018036072144288574,0.21870088726559353,0.018036072144288574,0.3675234512860052
0.02004008016032064,0.1643640273922113,0.02004008016032064,0.22253299560376383,0.02004008016032064,0.368421
0.022044088176352703,0.17202844972232004,0.022044088176352703,0.22636510394193415,0.022044088176352703,0.368421
0.024048096192384766,0.1796928720524288,0.024048096192384766,0.23019721228010445,0.024048096192384766,0.368421
0.026052104208416832,0.18735729438253754,0.026052104208416832,0.23402932061827475,0.026052104208416832,0.368421
0.028056112224448895,0.1950217167126463,0.028056112224448895,0.238371254556202,0.028056112224448895,0.368421
0.03006012024048096,0.20268613904275504,0.03006012024048096,0.2441198347774686,0.03006012024048096,0.368421
0.03206412825651302,0.2103505613728638,0.03206412825651302,0.2498684149987352,0.03206412825651302,0.368421
0.03406813627254509,0.21801478275661917,0.03406813627254509,0.2556169952200018,0.03406813627254509,0.368421
0.03607214428857715,0.22567899943295977,0.03607214428857715,0.26136557544126837,0.03607214428857715,0.368421
0.038076152304609215,0.2333432161093004,0.038076152304609215,0.263158,0.038076152304609215,0.37633280495068283
0.04008016032064128,0.24100743278564102,0.04008016032064128,0.263158,0.04008016032064128,0.38782922959461896
0.04208416833667334,0.24867164946198161,0.04208416833667334,0.263158,0.04208416833667334,0.399325654238555
0.044088176352705406,0.25633586613832227,0.044088176352705406,0.263158,0.044088176352705406,0.4108220788824911
0.04609218436873747,0.26568438402245953,0.04609218436873747,0.2640001360077906,0.04609218436873747,0.4223185035264272
0.04809619238476953,0.28867826801892416,0.04809619238476953,0.2716648368213791,0.04809619238476953,0.43381492817036327
0.0501002004008016,0.3116721520153889,0.0501002004008016,0.2793295376349676,0.0501002004008016,0.44531135281429934
0.052104208416833664,0.315789,0.052104208416833664,0.28699423844855615,0.052104208416833664,0.4568077774582354
0.05410821643286573,0.315789,0.05410821643286573,0.29465893926214465,0.05410821643286573,0.4683042021021715
0.05611222444889779,0.315789,0.05611222444889779,0.30232364007573315,0.05611222444889779,0.479801018224808
0.058116232464929855,0.315789,0.058116232464929855,0.3099883408893217,0.058116232464929855,0.4912981786673412
0.06012024048096192,0.315789,0.06012024048096192,0.3176530417029102,0.06012024048096192,0.5027953391098744
0.06212424849699398,0.315789,0.06212424849699398,0.3253177425164987,0.06212424849699398,0.5142924995524076
0.06412825651302605,0.315789,0.06412825651302605,0.3329824433300872,0.06412825651302605,0.5257896599949409
0.06613226452905811,0.315789,0.06613226452905811,0.34064714414367575,0.06613226452905811,0.5372868204374741
0.06813627254509018,0.315789,0.06813627254509018,0.3483118449572643,0.06813627254509018,0.5487839808800072
0.07014028056112225,0.3387364239676214,0.07014028056112225,0.3559765457708528,0.07014028056112225,0.5641043161263126
0.0721442885771543,0.37322790529522076,0.0721442885771543,0.3636412465844413,0.0721442885771543,0.5813479587248611
0.07414829659318636,0.39690057207455404,0.07414829659318636,0.3695028065914378,0.07414829659318636,0.5985916013234097
0.07615230460921843,0.4026487297884231,0.07615230460921843,0.3723769400564713,0.07615230460921843,0.6158352439219583
0.0781563126252505,0.40839688750229214,0.0781563126252505,0.37525107352150483,0.0781563126252505,0.6320790230048062
0.08016032064128256,0.41414504521616124,0.08016032064128256,0.37812520698653834,0.08016032064128256,0.6378276032260728
0.08216432865731463,0.4198932029300303,0.08216432865731463,0.38099934045157186,0.08216432865731463,0.6435761834473395
0.08416833667334668,0.42564136064389935,0.08416833667334668,0.3838734739166053,0.08416833667334668,0.649324763668606
0.08617234468937875,0.4313895183577684,0.08617234468937875,0.3867476073816388,0.08617234468937875,0.6550733438898726
