epoch,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,train_bce_mean,train_bce_std,val_bce_mean,val_bce_std,val_auc_mean,val_auc_std
1,0.38333320533059057,0.009915407384778177,0.2234318613230692,0.04004500976984651,0.7613681395154981,0.004467471563216112,0.808360801581899,0.030699760241223846,0.6308907730730197,0.10300500102568752
2,0.46033354397360426,0.04270719669873231,0.27597891832356836,0.12445432475968861,0.722725005915901,0.017284845372356025,0.8012001355930348,0.03623066348656874,0.6769789307609139,0.10203038495597919
3,0.5379283569955056,0.04580894340185117,0.3301392883501947,0.11932606065445373,0.6835856999459023,0.018195803837153357,0.7988734326125548,0.053960674238232705,0.7046193864072265,0.09851810887129796
4,0.6004583127048774,0.05992766484197021,0.5018433614982153,0.12343780896180725,0.6469646320833624,0.033189684419193,0.7173271342665675,0.06784463080788068,0.7265793481986059,0.09667190585654975
5,0.666235004290714,0.04849479169740196,0.5245808781861891,0.030317041216665126,0.6036610604010022,0.0342694670704813,0.7179317087094739,0.01949987647314999,0.7382749647164033,0.10057685748488836
6,0.7038750123342412,0.03939662171231903,0.531969994891444,0.07307146190354775,0.580605066338402,0.029456335048471533,0.7107872208126244,0.06744234884180464,0.753832597188681,0.09937113169110202
7,0.7291213696299031,0.03875371684701087,0.6419118786961655,0.09443474844678205,0.5498661595752488,0.027694894161097182,0.646537268930578,0.08658893815872669,0.7584892040876576,0.0988819407203154
8,0.7669661351254521,0.026720634968127738,0.6646377291911023,0.031303229925158355,0.5221435682629931,0.029833509774039018,0.6225645138699661,0.0321797961836324,0.7606622984883968,0.09766210242582868
9,0.7860498198541895,0.0333362379322978,0.6942421020570312,0.03789809922617076,0.4936009983472358,0.03249414034324109,0.5939025325492524,0.033779349341219046,0.764380940952553,0.09087147047662479
10,0.8082686175734517,0.025394328614194328,0.7146360013223199,0.048477562786094684,0.4720240649104876,0.03284027434027905,0.5786632842070871,0.03496898754471275,0.7680134553831723,0.0995910759861455
