epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
1,2.9955052721940786e-05,2.9955052721940786e-05,0.5626748805571196,2.64476574060125,0.5133214920071048,2.1049396991729736,0.5019607843137255,0.6026785714285714
2,2.9817911748288833e-05,2.9817911748288833e-05,0.48842960347290787,2.1041348569134835,0.5595026642984015,2.8808127253663307,0.3607843137254902,0.6319124423963134
3,2.9589413421253006e-05,2.9589413421253006e-05,0.39164581071737603,1.6166947864088665,0.6207815275310835,2.5224259189530915,0.4392156862745098,0.6158554147465437
4,2.9270966509002886e-05,2.9270966509002886e-05,0.34928675506720536,1.6076786001452756,0.6163410301953819,3.09256132069756,0.4823529411764706,0.5997983870967742
5,2.8864534342646834e-05,2.8864534342646834e-05,0.3138147466559605,1.3224448954445007,0.6483126110124334,2.950160742741005,0.48627450980392156,0.6058467741935484
6,2.8372622711642856e-05,2.8372622711642856e-05,0.3269586063074494,1.2741998797199865,0.6971580817051509,2.7813627542233936,0.47058823529411764,0.615639400921659
7,2.7798264414773304e-05,2.7798264414773304e-05,0.305077090356532,1.208211562561523,0.7060390763765542,12.970411888758342,0.49019607843137253,0.6265841013824885
8,2.7145000561931888e-05,2.7145000561931888e-05,0.33833034883119284,1.1769993809146102,0.6980461811722913,1.8679293015423943,0.5333333333333333,0.6529377880184332
9,2.6416858742003653e-05,2.6416858742003653e-05,0.24879939107763618,1.0862505582043798,0.7140319715808171,1.5129550139109293,0.615686274509804,0.6795794930875577
10,2.561832819144018e-05,2.561832819144018e-05,0.2876544552019816,1.1146581561484938,0.7229129662522202,7.676164022146486,0.5529411764705883,0.6287442396313364
11,2.4754332116624055e-05,2.4754332116624055e-05,0.27448196505356853,1.059596711746541,0.7220248667850799,1.860003958496393,0.6039215686274509,0.6438652073732718
12,2.383019734066436e-05,2.383019734066436e-05,0.2450251599135238,1.108738077046816,0.7131438721136767,6.463428854474834,0.5529411764705883,0.5754608294930875
13,2.2851621461760886e-05,2.2851621461760886e-05,0.22862973086350658,0.9266252286374886,0.7664298401420959,3.0163781624214323,0.4627450980392157,0.617655529953917
14,2.1824637725616577e-05,2.1824637725616577e-05,0.25708831498005674,0.8841899983836321,0.7682060390763765,3.7180409450157015,0.596078431372549,0.6264400921658986
15,2.0755577828471506e-05,2.0755577828471506e-05,0.23694271561532523,0.9467461812136229,0.7433392539964476,8.943336434457816,0.5607843137254902,0.5901497695852534
16,1.9651032880090064e-05,1.9651032880090064e-05,0.22576770081216235,0.9248442235890756,0.7637655417406749,4.10768385774949,0.5843137254901961,0.5777649769585252
17,1.851781276737749e-05,1.851781276737749e-05,0.25547030599966486,0.8959311786278104,0.7531083481349912,25.51029725074768,0.5568627450980392,0.564516129032258
18,1.736290416916258e-05,1.736290416916258e-05,0.16907289401391523,0.7177088058968843,0.7735346358792184,1.7035975409489053,0.5490196078431373,0.6085829493087558
19,1.619342748099942e-05,1.619342748099942e-05,0.2089747541549336,0.8229914144025603,0.7690941385435168,2.055782476125979,0.5372549019607843,0.626008064516129
20,1.501659291556098e-05,1.501659291556098e-05,0.24790287502176173,0.8989203897293253,0.7477797513321492,1.8365674935135188,0.5490196078431373,0.6330645161290323
21,1.3839656049280413e-05,1.3839656049280413e-05,0.16602726098725681,0.7537736534860587,0.7744227353463587,2.142608869777006,0.6039215686274509,0.6355126728110599
22,1.2669873089309541e-05,1.2669873089309541e-05,0.1902950224206083,0.8035957694424194,0.7868561278863233,3.7265946621988335,0.5215686274509804,0.5888536866359446
23,1.1514456136588905e-05,1.1514456136588905e-05,0.24297114075235957,0.813628626970796,0.7682060390763765,2.411960891648835,0.5372549019607843,0.60411866359447
24,1.0380528720847154e-05,1.0380528720847154e-05,0.20920955641178635,0.8648342437261375,0.7557726465364121,5.328187892016243,0.5647058823529412,0.6316244239631337
25,9.275081881671457e-06,9.275081881671457e-06,0.17358473925412918,0.6922161672297422,0.7930728241563055,2.549988151999081,0.5215686274509804,0.6300403225806451
26,8.204931066423707e-06,8.204931066423707e-06,0.17394323899072792,0.68428695755043,0.7975133214920072,8.86769167395199,0.6,0.6388248847926267
27,7.176674110741172e-06,7.176674110741172e-06,0.18955701640223982,0.723957211335006,0.7779751332149201,2.1640572884503535,0.5372549019607843,0.6111751152073732
28,6.196650560685773e-06,6.196650560685773e-06,0.20251245437840043,0.7527589565060279,0.7850799289520426,2.1405916279437496,0.5803921568627451,0.6258640552995391
29,5.270902587334483e-06,5.270902587334483e-06,0.1682427766134046,0.6689027669321792,0.7948490230905861,2.2241181102453496,0.5725490196078431,0.6412730414746544
