epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
1,2.9955052721940786e-05,2.9955052721940786e-06,0.6493946019773441,3.635968011066252,0.42555066079295156,1.8451056446486371,0.6097560975609756,0.5932098765432099
2,2.9817911748288833e-05,2.981791174828883e-06,0.4986055190605214,2.6265735806872668,0.5083700440528635,1.6059244551309726,0.6219512195121951,0.6010802469135803
3,2.9589413421253006e-05,2.9589413421253003e-06,0.43665059384795535,1.972307036311616,0.6088105726872247,1.573910588171424,0.6260162601626016,0.6294753086419753
4,2.9270966509002886e-05,2.9270966509002887e-06,0.40763005845347167,1.7993164190636857,0.6202643171806167,1.7454178604653212,0.573170731707317,0.6506172839506174
5,2.8864534342646834e-05,2.8864534342646835e-06,0.37591320580847987,1.5834834609262745,0.6493392070484582,1.4530285684073843,0.6544715447154471,0.6376543209876543
6,2.8372622711642856e-05,2.837262271164286e-06,0.3409868907560861,1.2886348043769467,0.6925110132158591,1.266253728207534,0.6788617886178862,0.6586419753086421
7,2.7798264414773304e-05,2.7798264414773303e-06,0.2825812321402428,1.1613501326103042,0.7198237885462555,1.3072285235412722,0.6788617886178862,0.6655864197530864
8,2.7145000561931888e-05,2.7145000561931885e-06,0.2927692181475887,1.2616450486204172,0.6960352422907489,1.2072258509271514,0.6829268292682927,0.680246913580247
9,2.6416858742003653e-05,2.641685874200365e-06,0.3058668892143401,1.1349279971374815,0.7215859030837004,1.0534236120983838,0.7398373983739838,0.6729938271604938
10,2.561832819144018e-05,2.561832819144018e-06,0.24987711033636154,1.0313741666104825,0.7506607929515419,1.0927009466217785,0.7276422764227642,0.6728395061728395
11,2.4754332116624055e-05,2.4754332116624055e-06,0.24515715682394967,0.8861812281713611,0.7744493392070485,1.138218591852886,0.6991869918699187,0.6611111111111111
12,2.383019734066436e-05,2.383019734066436e-06,0.230821402324979,1.0041808257544094,0.7506607929515419,0.9716591398890425,0.7357723577235772,0.6600308641975309
13,2.2851621461760886e-05,2.2851621461760887e-06,0.23564205742748823,0.7971597068635378,0.786784140969163,1.0868283888188803,0.6910569105691057,0.6691358024691357
14,2.1824637725616577e-05,2.1824637725616575e-06,0.24543406748036456,1.003245861992437,0.747136563876652,1.4208462839204121,0.6382113821138211,0.6900462962962963
