epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc,fold
1,2.9955934631431302e-06,2.9955934631431302e-06,0.0540801872386526,0.783464349260601,0.3333333333333333,0.8625227735467154,0.1004566210045662,0.585929648241206,1
2,2.9819687179126584e-06,2.9819687179126584e-06,0.0506683159591727,0.7663571898712705,0.2989536621823617,0.8333418965339661,0.1187214611872146,0.6869346733668342,1
3,2.959207142731649e-06,2.959207142731649e-06,0.0478421425048724,0.7691619303550777,0.3004484304932735,0.7695905696855833,0.3105022831050228,0.646105527638191,1
4,2.9274490702800846e-06,2.9274490702800846e-06,0.0482177341187035,0.737955725424671,0.3647234678624813,0.7915667017845258,0.2831050228310502,0.642964824120603,1
5,2.88689029963526e-06,2.88689029963526e-06,0.0444765983174467,0.7173641163672032,0.4334828101644245,0.7054580313974319,0.547945205479452,0.6487437185929648,1
6,2.8377808891053592e-06,2.8377808891053592e-06,0.0455253752023649,0.708178633264362,0.4514200298953662,0.827791939043019,0.2602739726027397,0.6414572864321608,1
7,2.7804236145368368e-06,2.7804236145368368e-06,0.0428005204673839,0.7092393773019047,0.4857997010463378,0.7226808972010329,0.502283105022831,0.6964824120603016,1
8,2.715172102600636e-06,2.715172102600636e-06,0.0438612042933212,0.6961400503534907,0.515695067264574,0.7431031579840673,0.4383561643835616,0.671859296482412,1
9,2.642428650566173e-06,2.642428650566173e-06,0.039086939129416,0.6770111594143113,0.57847533632287,0.6521108885333963,0.6712328767123288,0.7118090452261308,1
10,2.562641746004894e-06,2.562641746004894e-06,0.039563200880616,0.6506589566467411,0.6158445440956651,0.6671000610203504,0.634703196347032,0.7195979899497488,1
11,2.476303301715256e-06,2.476303301715256e-06,0.0392537569078673,0.6618393791452474,0.5874439461883408,0.684548135761801,0.6027397260273972,0.7,1
12,2.383945622916751e-06,2.383945622916751e-06,0.0354720731787884,0.6179097115726214,0.6875934230194319,0.6115045384184955,0.730593607305936,0.7065326633165829,1
13,2.286138125411217e-06,2.286138125411217e-06,0.0355556663988862,0.6036410779429123,0.70254110612855,0.6355096041884052,0.6894977168949772,0.7135678391959799,1
14,2.183483824945068e-06,2.183483824945068e-06,0.0339832996980179,0.6056201983193111,0.6995515695067265,0.5791920284702353,0.7534246575342466,0.7097989949748744,1
15,2.076615619416698e-06,2.076615619416698e-06,0.0349225064708958,0.5950146278280135,0.6920777279521674,0.5839433640105539,0.7442922374429224,0.714572864321608,1
16,1.966192386850473e-06,1.966192386850473e-06,0.0352220386238866,0.5798494945014361,0.6890881913303438,0.6119500357810765,0.7123287671232876,0.7296482412060302,1
17,1.8528949231946155e-06,1.8528949231946155e-06,0.0333041064691784,0.5660290698032208,0.726457399103139,0.5837797734835376,0.7397260273972602,0.721608040201005,1
18,1.7374217449877926e-06,1.7374217449877926e-06,0.0344271825707235,0.580579321658843,0.726457399103139,0.5517813318396267,0.7488584474885844,0.7037688442211056,1
19,1.6204847827723785e-06,1.6204847827723785e-06,0.0345191850239252,0.5971381747134598,0.7010463378176383,0.5885088168867102,0.726027397260274,0.7077889447236181,1
20,1.5028049918059163e-06,1.5028049918059163e-06,0.0320886313547735,0.5752346145910711,0.7234678624813154,0.542200652703847,0.7808219178082192,0.7324120603015075,1
21,1.3851079071322166e-06,1.3851079071322166e-06,0.0305486462553698,0.5396320908058919,0.7772795216741405,0.5681607336758479,0.7625570776255708,0.7291457286432161,1
22,1.2681191704165444e-06,1.2681191704165444e-06,0.0308483392557042,0.5358654489609871,0.7548579970104634,0.4896601234396843,0.821917808219178,0.7344221105527639,1
23,1.1525600561234552e-06,1.1525600561234552e-06,0.0289993359691982,0.5454276596573258,0.7548579970104634,0.4644485690278005,0.8401826484018264,0.7454773869346734,1
24,1.0391430246198692e-06,1.0391430246198692e-06,0.0308939343365674,0.5259493630385007,0.7787742899850523,0.5122457527678851,0.817351598173516,0.7314070351758795,1
25,9.28567329619998e-07,9.28567329619998e-07,0.0301496400115023,0.5194879337276579,0.7802690582959642,0.535890199005876,0.7853881278538812,0.7268844221105527,1
26,8.215147070536647e-07,8.215147070536647e-07,0.0296583690907477,0.5487639800671861,0.7384155455904334,0.5162792243913973,0.8036529680365296,0.7306532663316583,1
27,7.186451719376001e-07,7.186451719376001e-07,0.0305196482003269,0.5423908819888561,0.7443946188340808,0.5299926343029493,0.7899543378995434,0.7309045226130653,1
28,6.205929491633869e-07,6.205929491633869e-07,0.0275025281453747,0.5118735531520416,0.7772795216741405,0.50105453517339,0.821917808219178,0.7251256281407036,1
29,5.279625632901004e-07,5.279625632901004e-07,0.0261525060140676,0.5061311184558098,0.796711509715994,0.522137965513691,0.7945205479452054,0.7263819095477387,1
30,4.413251114493786e-07,4.413251114493786e-07,0.0300111582193674,0.5518574372535329,0.7384155455904334,0.4902613941392942,0.821917808219178,0.7218592964824122,1
31,3.612147423416958e-07,3.612147423416958e-07,0.0275017486910248,0.5117524107208167,0.7847533632286996,0.5031447620152338,0.8036529680365296,0.721105527638191,1
32,2.881253630320019e-07,2.881253630320019e-07,0.0286361769075618,0.5220525010818858,0.7742899850523169,0.5086503820876552,0.8036529680365296,0.7253768844221106,1
33,2.2250759384842605e-07,2.2250759384842605e-07,0.0285748396213591,0.5197526408061497,0.772795216741405,0.5029869980463698,0.8127853881278538,0.7266331658291458,1
1,2.9955836919352785e-06,2.9955836919352785e-06,0.048580451877801,0.7663757871831094,0.3261802575107296,0.8017228311962552,0.2804232804232804,0.5606418121755545,2
2,2.981949002734671e-06,2.981949002734671e-06,0.0453039115142924,0.7373850881968104,0.3805436337625179,0.7530342567534674,0.3544973544973545,0.6302501179801794,2
3,2.959177605134153e-06,2.959177605134153e-06,0.0431326022624798,0.7076476187323978,0.4535050071530758,0.7137827217263519,0.4497354497354497,0.7076451156205757,2
4,2.927409892372192e-06,2.927409892372192e-06,0.0409178765695835,0.6914056185659592,0.5135908440629471,0.703413774412145,0.4867724867724867,0.7472864558754129,2
5,2.8868417229617995e-06,2.8868417229617995e-06,0.038918110716539,0.671437633225164,0.5536480686695279,0.6801663504706489,0.5291005291005291,0.7576687116564418,2
6,2.837723213157677e-06,2.837723213157677e-06,0.037270143857287,0.6373923289588251,0.6523605150214592,0.5906642889850354,0.7301587301587301,0.7734780556866446,2
7,2.78035719490633e-06,2.78035719490633e-06,0.0409374362302781,0.6531276579237462,0.6037195994277539,0.6544072161275873,0.5767195767195767,0.7958942897593204,2
8,2.7150973487864127e-06,2.7150973487864127e-06,0.0347429583427391,0.6234510704683132,0.6552217453505007,0.6343004444919565,0.5925925925925926,0.7458706937234545,2
9,2.642346023450357e-06,2.642346023450357e-06,0.0334092773395844,0.6050554981644403,0.6909871244635193,0.5599962006170283,0.746031746031746,0.7534214252005663,2
10,2.562551755011129e-06,2.562551755011129e-06,0.0310635010795787,0.5689084459954236,0.753934191702432,0.6088165054245601,0.6613756613756614,0.8020292590844739,2
