Recall(X),VGG16(Y),EffNetB0(Y),SwinT(Y)
0.5851703406813626,0.444444,0.363636,0.685714
0.5871743486973947,0.444444,0.363636,0.685714
0.5891783567134268,0.444444,0.363636,0.685714
0.5911823647294588,0.444444,0.363636,0.685714
0.5931863727454909,0.444444,0.363636,0.685714
0.595190380761523,0.444444,0.363636,0.685714
0.597194388777555,0.444444,0.363636,0.685714
0.5991983967935871,0.444444,0.363636,0.685714
0.6012024048096192,0.444444,0.363636,0.685714
0.6032064128256512,0.444444,0.363636,0.685714
0.6052104208416833,0.444444,0.363636,0.685714
0.6072144288577154,0.444444,0.363636,0.685714
0.6092184368737474,0.444444,0.363636,0.685714
0.6112224448897795,0.444444,0.363636,0.685714
0.6132264529058116,0.444444,0.363636,0.685714
0.6152304609218436,0.444444,0.363636,0.685714
0.6172344689378757,0.444444,0.363636,0.685714
0.6192384769539078,0.444444,0.363636,0.685714
0.6212424849699398,0.444444,0.363636,0.685714
0.6232464929859719,0.444444,0.363636,0.685714
0.625250501002004,0.444444,0.363636,0.685714
0.627254509018036,0.444444,0.363636,0.685714
0.6292585170340681,0.444444,0.363636,0.685714
0.6312625250501002,0.444444,0.363636,0.685714
0.6332665330661322,0.44420250244995235,0.36321963154740855,0.685070305786676
0.6352705410821643,0.4439157151650923,0.36272517858920456,0.6843058950682944
0.6372745490981964,0.4436289278802323,0.36223072563100056,0.6835414843499128
0.6392785571142284,0.44334214059537225,0.36173627267279657,0.6827770736315313
0.6412825651302605,0.4430553533105122,0.36124181971459257,0.6820126629131497
0.6432865731462926,0.4427685660256522,0.3607473667563886,0.681248252194768
0.6452905811623246,0.44248177874079214,0.36025291379818464,0.6804838414763865
0.6472945891783567,0.4421949914559321,0.35975846083998064,0.6797194307580049
0.6492985971943888,0.44190820417107207,0.35926400788177665,0.6789550200396233
0.6513026052104208,0.44162141688621204,0.35876955492357265,0.6781906093212418
0.6533066132264529,0.441334629601352,0.35827510196536866,0.6774261986028601
0.655310621242485,0.44104784231649197,0.35778064900716466,0.6766617878844785
0.657314629258517,0.44076105503163193,0.35728619604896067,0.675897377166097
0.6593186372745491,0.440678,0.3560891210767027,0.670379935176174
0.6613226452905812,0.440678,0.3546056098987,0.6629248365003302
0.6633266533066132,0.440678,0.3531220987206972,0.6554697378244863
0.6653306613226453,0.440678,0.35163858754269445,0.6480146391486424
0.6673346693386772,0.440678,0.3501550763646918,0.640559540472799
0.6693386773547093,0.440678,0.348671565186689,0.6331044417969551
0.6713426853707414,0.440678,0.34718805400868624,0.6256493431211112
0.6733466933867734,0.440678,0.3457045428306835,0.6181942444452674
0.6753507014028055,0.440678,0.34422103165268075,0.6107391457694235
0.6773547094188376,0.440678,0.342737520474678,0.6032840470935796
0.6793587174348696,0.440678,0.3412540092966752,0.5958289484177357
0.6813627254509017,0.440678,0.33977049811867244,0.5883738497418919
0.6833667334669338,0.440678,0.3382869869406697,0.5809187510660481
0.6853707414829658,0.43901681300712786,0.3363026587003383,0.5761130669297555
0.6873747494989979,0.4361463180746446,0.333953746549607,0.5732360988571863
0.68937875751503,0.43327582314216134,0.3316048343988758,0.5703591307846171
0.691382765531062,0.4304053282096781,0.32925592224814454,0.5674821627120479
0.6933867735470941,0.4275348332771948,0.32690701009741324,0.5646051946394786
0.6953907815631262,0.42466433834471157,0.324558097946682,0.5617282265669093
0.6973947895791582,0.42179384341222836,0.3222091857959507,0.5588512584943401
0.6993987975951903,0.4189233484797451,0.31986027364521946,0.5559742904217709
0.7014028056112224,0.41605285354726185,0.3175113614944882,0.5530973223492017
0.7034068136272544,0.4131823586147786,0.3151624493437569,0.5502203542766324
0.7054108216432865,0.41031186368229533,0.3128135371930257,0.5473433862040632
0.7074148296593186,0.40744136874981207,0.31046462504229444,0.544466418131494
0.7094188376753506,0.4045708738173288,0.30811571289156314,0.5415894500589248
0.7114228456913827,0.40288327160705356,0.306622279343152,0.5377703590016332
0.7134268537074148,0.40265595879629756,0.3061849401564948,0.5327882104820678
0.7154308617234468,0.4024286459855415,0.3057476009698375,0.5278060619625025
0.7174348697394789,0.4022013331747855,0.30531026178318027,0.5228239134429371
0.719438877755511,0.40197402036402946,0.30487292259652304,0.5178417649233718
0.721442885771543,0.40174670755327346,0.30443558340986576,0.5128596164038064
0.7234468937875751,0.4015193947425174,0.30399824422320854,0.507877467884241
0.7254509018036072,0.4012920819317614,0.3035609050365513,0.5028953193646757
0.7274549098196392,0.40106476912100536,0.303123565849894,0.49791317084511033
0.7294589178356713,0.4008374563102493,0.3026862266632368,0.492931022325545
0.7314629258517034,0.4006101434994933,0.3022488874765795,0.4879488738059796
0.7334669338677354,0.40038283068873726,0.3018115482899223,0.48296672528641427
0.7354709418837675,0.40015551787798126,0.30137420910326507,0.4779845767668489
0.7374749498997996,0.3995569398805211,0.30087907319183127,0.4742330439040416
0.7394789579158316,0.39815414949963773,0.3002587414811383,0.47314719687939494
0.7414829659318637,0.39675135911875437,0.29963840977044526,0.4720613498547483
0.7434869739478958,0.395348568737871,0.2990180780597523,0.47097550283010164
0.7454909819639278,0.39394577835698763,0.29839774634905925,0.46988965580545494
