epoch,lr_max,lr_min,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc,fold
1,3.994019987905488e-06,3.994019987905488e-06,0.0473255549703333,0.786624257147713,0.2881844380403458,0.9299279493444106,0.0911764705882352,0.6568535337717923,1
2,3.975747595599817e-06,3.975747595599817e-06,0.0414670472275769,0.7402094649535664,0.3621517771373679,0.7325481856570525,0.4764705882352941,0.7792045098653304,1
3,3.945294062364527e-06,3.945294062364527e-06,0.0363657841643213,0.6728516874349999,0.5360230547550432,0.7767738454482135,0.4558823529411764,0.7883912725754254,1
4,3.902847144358842e-06,3.902847144358842e-06,0.0326706071488924,0.627356346242137,0.6474543707973103,0.6746699319166296,0.6058823529411764,0.7972648501931308,1
5,3.8486685409473e-06,3.8486685409473e-06,0.030579403941014,0.5846169593240297,0.7002881844380403,0.7015308324028464,0.5764705882352941,0.7867209520826809,1
6,3.783092281236146e-06,3.783092281236146e-06,0.0259915621947643,0.5370669142199066,0.7617675312199808,0.5531589343267329,0.7588235294117647,0.8261822737237707,1
7,3.70652266467282e-06,3.70652266467282e-06,0.0246537371577049,0.4764554683229994,0.8069164265129684,0.5747404522755567,0.7352941176470589,0.8252427184466019,1
8,3.619431768405413e-06,3.619431768405413e-06,0.0241205345147703,0.4748658122178113,0.8165225744476465,0.5492787284009597,0.7470588235294118,0.8379789122037791,1
9,3.522356536770079e-06,3.522356536770079e-06,0.0254262733990263,0.4749635035435129,0.7973102785782901,0.5235214273719226,0.7941176470588235,0.8470612798830777,1
10,3.4158954708506384e-06,3.4158954708506384e-06,0.0220895019721322,0.4461604920175646,0.8213256484149856,0.4671851876903983,0.8058823529411765,0.8336987159411212,1
11,3.3007049385203814e-06,3.3007049385203814e-06,0.0236840987435786,0.4234092385578796,0.8530259365994236,0.3729794362012077,0.8676470588235294,0.8454953544211296,1
12,3.177495127715863e-06,3.177495127715863e-06,0.0209998978392688,0.4071214457510413,0.840537944284342,0.5023979432442609,0.7823529411764706,0.8543689320388349,1
13,3.0470256678921127e-06,3.0470256678921127e-06,0.0196789453462782,0.4013102926049063,0.8453410182516811,0.410846215837142,0.8382352941176471,0.8572919929011379,1
14,2.9101009466544424e-06,2.9101009466544424e-06,0.0175316816475533,0.3744839671480323,0.8703170028818443,0.4101271001731648,0.8441176470588235,0.8552040922852072,1
15,2.767565150441372e-06,2.767565150441372e-06,0.0176143560605078,0.3483306982560757,0.8876080691642652,0.4172819681027356,0.8382352941176471,0.8548909071928177,1
16,2.620297059834517e-06,2.620297059834517e-06,0.0185569518131242,0.3496848670023204,0.8808837656099904,0.3746409563457265,0.8676470588235294,0.8552040922852072,1
17,2.469204631584079e-06,2.469204631584079e-06,0.015435308962121,0.3395666944562645,0.8837656099903939,0.3636221801533418,0.8764705882352941,0.8614677941329992,1
18,2.315219400753552e-06,2.315219400753552e-06,0.0185272239714925,0.345662082993675,0.8789625360230547,0.3842819873024435,0.8470588235294118,0.8560392525315794,1
19,2.1592907374962923e-06,2.1592907374962923e-06,0.014205067134914,0.2986077464165078,0.9125840537944284,0.3332423999029047,0.8823529411764706,0.8615721891637959,1
20,2.002379993872822e-06,2.002379993872822e-06,0.0124767408730151,0.2991991748498336,0.909702209414025,0.3408519751885358,0.8794117647058823,0.8706545568430942,1
21,1.845454576795698e-06,1.845454576795698e-06,0.0131987670195674,0.3006679935024748,0.903938520653218,0.316902860473184,0.8911764705882353,0.8628249295333541,1
22,1.6894819836441968e-06,1.6894819836441968e-06,0.0126442616688236,0.2927548926570573,0.9068203650336216,0.3000255777555353,0.8970588235294118,0.8600062637018479,1
23,1.535423837321247e-06,1.535423837321247e-06,0.0134485390021194,0.2910786723998965,0.9164265129682996,0.3369647450306836,0.8735294117647059,0.8664787556112329,1
24,1.3842299575284623e-06,1.3842299575284623e-06,0.0118787652552557,0.25741751965826,0.9289145052833814,0.362143161016352,0.85,0.8694018164735359,1
25,1.2368325048118334e-06,1.2368325048118334e-06,0.011707894037067,0.2663971643741032,0.9193083573487032,0.3126493261140936,0.8852941176470588,0.8650172251800814,1
26,1.0941402334819831e-06,1.0941402334819831e-06,0.011501645548788,0.2634057797112222,0.930835734870317,0.3412363136515898,0.8676470588235294,0.8739951978285834,1
27,9.570328888416568e-07,9.570328888416568e-07,0.0121015692385822,0.2656427225622274,0.9116234390009608,0.2937139931847067,0.8941176470588236,0.8583359432091031,1
28,8.263557832633799e-07,8.263557832633799e-07,0.0120087106840963,0.2524416762959716,0.9279538904899136,0.2962106883525848,0.8941176470588236,0.8655392003340641,1
29,7.029145845575897e-07,7.029145845575897e-07,0.0133477615301678,0.2543148975980385,0.920268972142171,0.3037062602884629,0.8911764705882353,0.8688798413195532,1
30,5.874703487626715e-07,5.874703487626715e-07,0.0101024091001519,0.2438504691311765,0.9317963496637848,0.2800246322856229,0.9117647058823528,0.8579183630859172,1
31,4.80734827981405e-07,4.80734827981405e-07,0.0106130996669797,0.2358791903591751,0.9404418828049952,0.2953412048956927,0.8911764705882353,0.8657479903956571,1
32,3.833660821925691e-07,3.833660821925691e-07,0.0114543200045552,0.2456695470067884,0.9327569644572526,0.2875397994237788,0.8970588235294118,0.8647040400876917,1
33,2.959644220923452e-07,2.959644220923452e-07,0.011288032927691,0.2459912673426178,0.92507204610951,0.294082117431304,0.8941176470588236,0.8683578661655705,1
34,2.1906870797925282e-07,2.1906870797925282e-07,0.0097689954255323,0.2442500743581971,0.930835734870317,0.2861379300846773,0.8970588235294118,0.8651216202108779,1
35,1.531530275012187e-07,1.531530275012187e-07,0.0122004614005813,0.2558975590752593,0.9221902017291066,0.2844011127948761,0.9,0.8638688798413195,1
36,9.862377274757829e-08,9.862377274757829e-08,0.0095627756810235,0.2324744244942604,0.9442843419788663,0.2836789236349218,0.9,0.8633469046873369,1
37,5.581713470670446e-08,5.581713470670446e-08,0.0095294627097256,0.2337954042051757,0.9356388088376562,0.2829919983358944,0.9029411764705882,0.8633469046873369,1
38,2.4997030536771272e-08,2.4997030536771272e-08,0.0120440619146875,0.2377961677043742,0.9298751200768492,0.2833632896928226,0.9,0.8636600897797264,1
39,6.353476428710758e-09,6.353476428710758e-09,0.0095385724726051,0.234856891414503,0.9385206532180596,0.2837615118307225,0.9,0.8638688798413195,1
40,1.416093210027114e-12,1.416093210027114e-12,0.0154757428669176,0.2590552213441627,0.9183477425552352,0.2836285307126887,0.9,0.8636600897797265,1
1,3.994007029592104e-06,3.994007029592104e-06,0.0456831439912689,0.7655327366681548,0.3206039076376554,0.8330726076574887,0.1607843137254902,0.6942684331797235,2
2,3.975721566438511e-06,3.975721566438511e-06,0.0422584461726473,0.7338897356131572,0.4005328596802842,0.7187679924216925,0.388235294117647,0.7727534562211982,2
3,3.9452551228337335e-06,3.9452551228337335e-06,0.0379203165257697,0.6897091146684243,0.5195381882770871,0.7038926475188312,0.4901960784313725,0.8173963133640553,2
4,3.902795534533717e-06,3.902795534533717e-06,0.0326793401487184,0.6260582308150947,0.6376554174067496,0.5916443137561573,0.7254901960784313,0.8067396313364055,2
5,3.848604579019578e-06,3.848604579019578e-06,0.0312394390269769,0.5869670413950621,0.7095914742451155,0.5509645431649451,0.7333333333333333,0.8496543778801843,2
6,3.7830163615523807e-06,3.7830163615523807e-06,0.0284909278532361,0.5485113126558266,0.7504440497335702,0.4932856329515868,0.8509803921568627,0.8330933179723502,2
7,3.706435255303107e-06,3.706435255303107e-06,0.0239207905718848,0.4884438895840416,0.8134991119005328,0.5108106954424989,0.7764705882352941,0.8444700460829494,2
8,3.6193334082575847e-06,3.6193334082575847e-06,0.0249336992074498,0.5019714732788384,0.7850799289520426,0.3691426948005077,0.8941176470588236,0.8235887096774194,2
9,3.5222478322671536e-06,3.5222478322671536e-06,0.0216360296756293,0.4551895168704207,0.8374777975133215,0.4201782429919523,0.8666666666666667,0.8355414746543779,2
10,3.415777092192024e-06,3.415777092192024e-06,0.0196885221487251,0.4122619626788856,0.8596802841918295,0.3718226057641646,0.8980392156862745,0.8320852534562212,2
11,3.300577615549874e-06,3.300577615549874e-06,0.0191874322551757,0.3927387539330426,0.8641207815275311,0.3641632030991947,0.8823529411764706,0.8385656682027649,2
12,3.177359645421914e-06,3.177359645421914e-06,0.0202170306581798,0.3689171558586784,0.8676731793960923,0.3345897761045717,0.8823529411764706,0.8315092165898617,2
13,3.046882861568118e-06,3.046882861568118e-06,0.0154026852272199,0.3538607429071175,0.8783303730017762,0.3031360954338429,0.8823529411764706,0.817828341013825,2
14,2.9099516967488764e-06,2.9099516967488764e-06,0.0153796915849918,0.3230701335846425,0.9103019538188276,0.2909116682760855,0.8901960784313725,0.8189804147465437,2
15,2.767410377129534e-06,2.767410377129534e-06,0.0145908314933203,0.3168034878547831,0.9023090586145648,0.3038611363546521,0.8666666666666667,0.8205645161290321,2
16,2.6201377173453417e-06,2.6201377173453417e-06,0.0143935922541544,0.3035212006704422,0.9005328596802842,0.2957822220728678,0.8784313725490196,0.8172523041474654,2
17,2.4690417023169986e-06,2.4690417023169986e-06,0.0127735471941835,0.3074064560724194,0.9094138543516874,0.2930209082423471,0.8784313725490196,0.8142281105990784,2
18,2.3150538892216774e-06,2.3150538892216774e-06,0.0117575925018896,0.2650495531503938,0.928063943161634,0.3020134328481029,0.8784313725490196,0.8080357142857142,2
19,2.159123664133256e-06,2.159123664133256e-06,0.0124062529655891,0.2508622745108223,0.938721136767318,0.3063566334691702,0.8666666666666667,0.8127880184331797,2
20,2.002212388741464e-06,2.002212388741464e-06,0.0119755631800721,0.2594769376315189,0.9245115452930728,0.2999755052082679,0.8784313725490196,0.8104838709677419,2
21,1.8452874732373883e-06,1.8452874732373883e-06,0.0096585497154223,0.2552813551989161,0.9307282415630552,0.2925925401642042,0.8823529411764706,0.8125,2
22,1.6893164119079386e-06,1.6893164119079386e-06,0.010874278848779,0.2564099202888685,0.9271758436944938,0.2962880691403852,0.8823529411764706,0.8028513824884792,2
23,1.535260818211854e-06,1.535260818211854e-06,0.0102465624710525,0.2313498820229491,0.9396092362344582,0.3046739799427051,0.8784313725490196,0.8044354838709677,2
24,1.3840704961129537e-06,1.3840704961129537e-06,0.0110268562785672,0.239660982552049,0.933392539964476,0.2977905236842001,0.8823529411764706,0.8057315668202765,2
1,3.994007029592104e-06,3.994007029592104e-06,0.0449008529198117,0.7480697605462201,0.3513274336283186,0.7847503836886341,0.2151394422310757,0.6248973727422004,3
2,3.975721566438511e-06,3.975721566438511e-06,0.0397013040177062,0.7125341231844067,0.4769911504424778,0.7698522561574838,0.3545816733067729,0.6893472906403941,3
3,3.9452551228337335e-06,3.9452551228337335e-06,0.0329723027988081,0.6535792193581572,0.5991150442477876,0.7336452123653366,0.5219123505976095,0.7166461412151067,3
4,3.902795534533717e-06,3.902795534533717e-06,0.0298745798556941,0.6003478667377371,0.7026548672566372,0.7255065920818374,0.5418326693227091,0.7016625615763546,3
5,3.848604579019578e-06,3.848604579019578e-06,0.030823532798517,0.5842207883311584,0.7026548672566372,0.862083291152559,0.3705179282868526,0.705972906403941,3
6,3.7830163615523807e-06,3.7830163615523807e-06,0.0311606614199359,0.5631903140945772,0.7194690265486726,0.7686924259976087,0.50199203187251,0.7089490968801313,3
7,3.706435255303107e-06,3.706435255303107e-06,0.0246485704737426,0.5214860101716708,0.7778761061946903,0.7741575217341997,0.5099601593625498,0.7055623973727422,3
8,3.6193334082575847e-06,3.6193334082575847e-06,0.0238868708944821,0.4931859944246511,0.8026548672566372,0.7936294938463614,0.5099601593625498,0.6780582922824302,3
9,3.5222478322671536e-06,3.5222478322671536e-06,0.024899812207549,0.4461997789091768,0.8168141592920354,0.8302573264832516,0.4940239043824701,0.6685139573070608,3
10,3.415777092192024e-06,3.415777092192024e-06,0.0202805034453626,0.4115922131369599,0.8469026548672567,0.6914747511723127,0.6334661354581673,0.6960180623973726,3
11,3.300577615549874e-06,3.300577615549874e-06,0.0243105889454615,0.4214154588437713,0.8433628318584071,0.5691190250366333,0.7330677290836654,0.7176724137931034,3
12,3.177359645421914e-06,3.177359645421914e-06,0.0186471468216813,0.398074026339877,0.8672566371681416,0.5831387012128336,0.7051792828685259,0.7302955665024632,3
13,3.046882861568118e-06,3.046882861568118e-06,0.0207872331142425,0.4019447955937512,0.856637168141593,0.6451692445819597,0.6733067729083665,0.7143883415435139,3
14,2.9099516967488764e-06,2.9099516967488764e-06,0.0146913428148007,0.3395763315985688,0.8929203539823009,0.5207673000743189,0.7250996015936255,0.7495894909688013,3
15,2.767410377129534e-06,2.767410377129534e-06,0.0208358350729124,0.359508660989525,0.8690265486725663,0.6064745402668577,0.6892430278884463,0.7337848932676518,3
16,2.6201377173453417e-06,2.6201377173453417e-06,0.0150586344515987,0.3239734990934355,0.8973451327433628,0.5663016013415211,0.7290836653386454,0.7400451559934319,3
17,2.4690417023169986e-06,2.4690417023169986e-06,0.020040760664022,0.3528796210753179,0.8761061946902655,0.5894932061789995,0.7091633466135459,0.7498973727422003,3
18,2.3150538892216774e-06,2.3150538892216774e-06,0.0131214768947225,0.3155630713279268,0.9123893805309734,0.5527754656347146,0.701195219123506,0.7598522167487685,3
19,2.159123664133256e-06,2.159123664133256e-06,0.0134175613456595,0.2859318764336341,0.908849557522124,0.47471299277715,0.7450199203187251,0.7674466338259442,3
20,2.002212388741464e-06,2.002212388741464e-06,0.0133578950300219,0.2785242879285222,0.9221238938053096,0.5389463170116167,0.7171314741035857,0.7785303776683087,3
