epoch,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,train_bce_mean,train_bce_std,val_bce_mean,val_bce_std,val_auc_mean,val_auc_std
1,0.3293506154794724,0.026663479621552976,0.1760036669929279,0.1036919928134472,0.7629952885718327,0.015852106508120835,0.8363391821395709,0.07231651605300085,0.6384262936611689,0.07222050077621257
2,0.455333940753893,0.07413294067332556,0.36081534160990153,0.11772357472605126,0.7138858204040222,0.024283372829048515,0.7799954215291094,0.08893924077913849,0.7284994857504856,0.09709842264877101
3,0.573855332975178,0.04957405854997869,0.44783339424814034,0.16465175092363404,0.664835461749355,0.024148071485338502,0.7699609863972562,0.115599617031559,0.7638653914762302,0.1264982954266204
4,0.6660431926661015,0.0318309938958852,0.5466133620075637,0.13470488048729873,0.614956867528557,0.019998826316484638,0.695296448188685,0.0692995482894102,0.7693694010238372,0.10802284816473616
5,0.7074140391699825,0.013987339357216334,0.5284491000467704,0.15319250543889518,0.5833967809476792,0.017930723202270266,0.7122630287360178,0.11836356228212024,0.788437426407807,0.11504690046805129
6,0.735054715681594,0.021697670393314376,0.6309225012348277,0.16232397488319697,0.5518569703220535,0.016061630063060994,0.6434995237516379,0.11520928342787418,0.7995773078142873,0.10751620020119103
7,0.782322639647623,0.030911692781926486,0.6581751134265089,0.1611140487426982,0.5085890859649775,0.029842114990970725,0.6214661273153873,0.12739671955005807,0.8041840515094778,0.10855239152201372
8,0.7934016992365565,0.02127161696391914,0.6897006992706026,0.1506495634826793,0.49300141970155914,0.02175164729194147,0.587965390012576,0.15640903967058611,0.8056941422683519,0.10637930104242918
9,0.8128190351259782,0.017390376683765238,0.6871098417817743,0.19221752450873983,0.4626572320698531,0.016579247990428404,0.6054404699814004,0.1837605327751317,0.8043625365080974,0.11112780083350496
10,0.8417499252048722,0.015230069781622493,0.6790453243150278,0.20234628507839536,0.42611611035486907,0.017408971663141835,0.6027263694337088,0.20934099462417674,0.810924712423249,0.1022795218786977
11,0.8477414833458969,0.012043657020546989,0.7844071711578308,0.08887067379002152,0.417464067932171,0.02281771092170717,0.4777679069716839,0.10771784447002758,0.8189330392030849,0.0957539320755532
12,0.8540048171162224,0.022196227142889206,0.7806105042232959,0.06670883377391915,0.39594624091108643,0.027716881312797287,0.4747908691221858,0.09016699232544893,0.8214130770378993,0.09113584959837276
13,0.8593033894378681,0.011905491849456863,0.7802924908238316,0.08171055248746038,0.38571697872325317,0.023330132477308665,0.47196177395071776,0.12688998081316472,0.8191634363533966,0.09315251066878036
14,0.8879839106108809,0.015003607911579769,0.7813895155025662,0.0824329816871599,0.3498651485733122,0.02226672035789377,0.46231952630982975,0.1181808012078207,0.8267134890587998,0.08251733435436585
