epoch,lr,train_focal_loss,train_bce,train_acc,val_bce,val_acc,val_auc
42,1.9969593960809626e-06,0.06910349693648594,0.33829917766384243,0.8865979381443299,0.5711176974029594,0.7158774373259053,0.8750955657492355
43,1.993131541794544e-06,0.06613172447993788,0.3097455788314138,0.9063573883161512,0.6051426345591425,0.6935933147632312,0.8753822629969419
44,1.9877723506542878e-06,0.05129424400013132,0.30472840148558733,0.897766323024055,0.6031436043529458,0.7019498607242339,0.8844610091743119
45,1.9808900861444905e-06,0.055866407006466924,0.29157126052273097,0.9097938144329897,0.578533350093119,0.7103064066852368,0.8818807339449541
46,1.9724953602181905e-06,0.054141392982548865,0.27731932612628873,0.9218213058419243,0.5592821716930209,0.7325905292479109,0.8813073394495413
47,1.9626011169343043e-06,0.05698339913770096,0.29195681326987405,0.8994845360824743,0.5137718405398154,0.7520891364902507,0.8814029051987767
48,1.9512226124988257e-06,0.06389142732980863,0.2887782710524359,0.9089347079037801,0.6178651941851985,0.6963788300835655,0.8900993883792049
49,1.938377391740864e-06,0.061057996344064516,0.2955205018577707,0.897766323024055,0.5888531184794179,0.713091922005571,0.8899082568807339
50,1.9240852610597884e-06,0.04804076841005038,0.27641340281135846,0.9140893470790378,0.5322915094808616,0.7520891364902507,0.8829319571865444
51,1.9083682578851945e-06,0.04615554870250299,0.26361803300806746,0.9226804123711341,0.4459487438866023,0.7938718662952646,0.8811162079510704
52,1.8912506166967858e-06,0.0589524166037639,0.2574706999809062,0.9192439862542955,0.4596589725661743,0.7910863509749304,0.8836009174311927
53,1.8727587316565642e-06,0.04616109647586481,0.25309226961479975,0.9252577319587629,0.43884361495878704,0.7966573816155988,0.8816896024464832
54,1.8529211159109432e-06,0.043818213731287324,0.23986910862201677,0.9106529209621993,0.4965800066844335,0.7799442896935933,0.8829319571865444
55,1.8317683576255432e-06,0.042897536814584046,0.21556144947653375,0.9381443298969072,0.475561062190526,0.7855153203342619,0.8831230886850153
56,1.8093330728204576e-06,0.04450001627770076,0.22586478267338678,0.9304123711340206,0.4039237510859136,0.8189415041782729,0.8859900611620796
57,1.7856498550787141e-06,0.046722328985634796,0.21241775964133927,0.9347079037800687,0.44301441643895545,0.7938718662952646,0.8848432721712538
58,1.7607552222054772e-06,0.04677299812717741,0.2169588633214485,0.9252577319587629,0.44955048214094223,0.7910863509749304,0.889525993883792
59,1.7346875599202373e-06,0.03783007724613873,0.20273762767257558,0.9424398625429553,0.4351783746381324,0.7938718662952646,0.885512232415902
60,1.7074870626688173e-06,0.042530156891229735,0.21498766413464168,0.9321305841924399,0.499938065710174,0.7715877437325905,0.8849388379204893
61,1.679195671646447e-06,0.041272935371116266,0.18557643206770888,0.9518900343642611,0.34749312478851807,0.8356545961002786,0.8851299694189602
62,1.6498570101274823e-06,0.041934735676564944,0.183305066578167,0.9458762886597938,0.36057675353829904,0.8467966573816156,0.8835053516819572
63,1.619516316201477e-06,0.041838035371500194,0.1793255294925978,0.9467353951890034,0.4360675068784889,0.807799442896936,0.889717125382263
64,1.5882203730193272e-06,0.037586681024712285,0.16962313631555878,0.9561855670103093,0.46848251419479137,0.7827298050139275,0.8948776758409785
65,1.5560174366570445e-06,0.0384883296842402,0.18056013340392882,0.9484536082474226,0.5211120141581904,0.766016713091922,0.8905772171253823
66,1.5229571617083842e-06,0.0385923020284034,0.1799065507564348,0.9441580756013745,0.40281274059688815,0.8217270194986073,0.8928707951070336
67,1.4890905247210614e-06,0.03455615567309059,0.17030432554045083,0.9450171821305842,0.3769203919222096,0.83008356545961,0.8965022935779817
68,1.4544697455946068e-06,0.031210304717965348,0.14809919750362738,0.9673539518900344,0.415127848350238,0.8217270194986073,0.8963111620795107
69,1.4191482070610693e-06,0.030556557535216262,0.15923441716076173,0.9579037800687286,0.45987054962965773,0.7966573816155988,0.8974579510703363
70,1.3831803723727122e-06,0.02422754723287453,0.1498450709065211,0.9647766323024055,0.38340155597682785,0.8384401114206128,0.8929663608562692
71,1.3466217013236238e-06,0.027554335395879148,0.13883041142393224,0.9596219931271478,0.4151655067391382,0.8105849582172702,0.8922018348623852
